iter	RMSE	RMSE
1930	1.525915702	1.525915702
1931	1.525786857	1.525786857
1932	1.525693702	1.525693702
1933	1.525597253	1.525597253
1934	1.525486744	1.525486744
1935	1.52539527	1.52539527
1936	1.525344317	1.525344317
1937	1.525281799	1.525281799
1938	1.525228971	1.525228971
1939	1.525175971	1.525175971
1940	1.525100068	1.525100068
1941	1.525062767	1.525062767
1942	1.524964578	1.524964578
1943	1.524888268	1.524888268
1944	1.524820855	1.524820855
1945	1.524774758	1.524774758
1946	1.524702294	1.524702294
1947	1.524633172	1.524633172
1948	1.524596483	1.524596483
1949	1.524504559	1.524504559
1950	1.524413423	1.524413423
1951	1.524351491	1.524351491
1952	1.524303679	1.524303679
1953	1.524295738	1.524295738
1954	1.524289046	1.524289046
1955	1.524196195	1.524196195
1956	1.524127277	1.524127277
1957	1.524088704	1.524088704
1958	1.524035325	1.524035325
1959	1.523985347	1.523985347
1960	1.523941211	1.523941211
1961	1.52387387	1.52387387
1962	1.523776852	1.523776852
1963	1.523688794	1.523688794
1964	1.523644309	1.523644309
1965	1.523554257	1.523554257
1966	1.523511186	1.523511186
1967	1.523468285	1.523468285
1968	1.523360005	1.523360005
1969	1.523274363	1.523274363
1970	1.523247744	1.523247744
1971	1.523189113	1.523189113
1972	1.523085581	1.523085581
1973	1.523018032	1.523018032
1974	1.522957235	1.522957235
1975	1.522895357	1.522895357
1976	1.522853801	1.522853801
1977	1.522829389	1.522829389
1978	1.522795382	1.522795382
1979	1.522720495	1.522720495
1980	1.522673313	1.522673313
1981	1.522612275	1.522612275
1982	1.522600238	1.522600238
1983	1.522515746	1.522515746
1984	1.522452543	1.522452543
1985	1.522394563	1.522394563
1986	1.522323576	1.522323576
1987	1.522287059	1.522287059
1988	1.522242476	1.522242476
1989	1.522169777	1.522169777
1990	1.522117069	1.522117069
1991	1.522033743	1.522033743
1992	1.521995969	1.521995969
1993	1.521924565	1.521924565
1994	1.521865997	1.521865997
1995	1.521837138	1.521837138
1996	1.521793905	1.521793905
1997	1.52175675	1.52175675
1998	1.521709538	1.521709538
1999	1.521635735	1.521635735
2000	1.521591758	1.521591758
2001	1.521524199	1.521524199
2002	1.521439533	1.521439533
2003	1.521410041	1.521410041
2004	1.521370888	1.521370888
2005	1.521302638	1.521302638
2006	1.521236487	1.521236487
2007	1.52119318	1.52119318
2008	1.521152544	1.521152544
2009	1.52106871	1.52106871
2010	1.521013803	1.521013803
2011	1.520929109	1.520929109
2012	1.520842762	1.520842762
2013	1.520782901	1.520782901
2014	1.520683469	1.520683469
2015	1.520654019	1.520654019
2016	1.520579369	1.520579369
2017	1.520499483	1.520499483
2018	1.520406231	1.520406231
2019	1.520295515	1.520295515
2020	1.520251556	1.520251556
2021	1.520188544	1.520188544
2022	1.520140601	1.520140601
2023	1.520074172	1.520074172
2024	1.519993578	1.519993578
2025	1.519934423	1.519934423
2026	1.519844663	1.519844663
2027	1.51983687	1.51983687
2028	1.51979853	1.51979853
2029	1.51975558	1.51975558
2030	1.519665696	1.519665696
2031	1.519539735	1.519539735
2032	1.519495185	1.519495185
2033	1.519414048	1.519414048
2034	1.519334215	1.519334215
2035	1.51927549	1.51927549
2036	1.519235713	1.519235713
2037	1.51917283	1.51917283
2038	1.519078414	1.519078414
2039	1.519024119	1.519024119
2040	1.51893772	1.51893772
2041	1.51890317	1.51890317
2042	1.518847161	1.518847161
2043	1.518773958	1.518773958
2044	1.518754604	1.518754604
2045	1.518730013	1.518730013
2046	1.518669727	1.518669727
2047	1.51861257	1.51861257
2048	1.518513167	1.518513167
2049	1.518504912	1.518504912
2050	1.518430156	1.518430156
2051	1.518367353	1.518367353
2052	1.518354371	1.518354371
2053	1.51829202	1.51829202
2054	1.518208427	1.518208427
2055	1.518150114	1.518150114
2056	1.518090033	1.518090033
2057	1.518035816	1.518035816
2058	1.518014231	1.518014231
2059	1.517989058	1.517989058
2060	1.51790448	1.51790448
2061	1.517820182	1.517820182
2062	1.517788626	1.517788626
2063	1.517763677	1.517763677
2064	1.517719645	1.517719645
2065	1.517612265	1.517612265
2066	1.517521285	1.517521285
2067	1.517461065	1.517461065
2068	1.517413093	1.517413093
2069	1.5173568	1.5173568
2070	1.517316061	1.517316061
2071	1.517263469	1.517263469
2072	1.51719794	1.51719794
2073	1.517183067	1.517183067
2074	1.51711668	1.51711668
2075	1.517060661	1.517060661
2076	1.517003387	1.517003387
2077	1.516924339	1.516924339
2078	1.516852925	1.516852925
2079	1.516770905	1.516770905
2080	1.516742576	1.516742576
2081	1.516718237	1.516718237
2082	1.51667235	1.51667235
2083	1.516581086	1.516581086
2084	1.516534283	1.516534283
2085	1.516456693	1.516456693
2086	1.516341184	1.516341184
2087	1.516265181	1.516265181
2088	1.516177485	1.516177485
2089	1.516131582	1.516131582
2090	1.516075527	1.516075527
2091	1.516026142	1.516026142
2092	1.515962384	1.515962384
2093	1.51589081	1.51589081
2094	1.515824594	1.515824594
2095	1.515762254	1.515762254
2096	1.51572729	1.51572729
2097	1.515664718	1.515664718
2098	1.515626101	1.515626101
2099	1.515565463	1.515565463
2100	1.5154678	1.5154678
2101	1.515402764	1.515402764
2102	1.515347766	1.515347766
2103	1.515279415	1.515279415
2104	1.515218935	1.515218935
2105	1.515166955	1.515166955
2106	1.515055057	1.515055057
2107	1.514919696	1.514919696
2108	1.514862341	1.514862341
2109	1.514748309	1.514748309
2110	1.514715832	1.514715832
2111	1.514640318	1.514640318
2112	1.514596024	1.514596024
2113	1.514539513	1.514539513
2114	1.514465018	1.514465018
2115	1.514430537	1.514430537
2116	1.514383554	1.514383554
2117	1.514345075	1.514345075
2118	1.514247048	1.514247048
2119	1.514185556	1.514185556
2120	1.514155409	1.514155409
2121	1.514129029	1.514129029
2122	1.514069303	1.514069303
2123	1.514012258	1.514012258
2124	1.513930313	1.513930313
2125	1.513842596	1.513842596
2126	1.513795365	1.513795365
2127	1.513706897	1.513706897
2128	1.51362088	1.51362088
2129	1.513540628	1.513540628
2130	1.5134145	1.5134145
2131	1.513332122	1.513332122
2132	1.513260196	1.513260196
2133	1.513178324	1.513178324
2134	1.513108276	1.513108276
2135	1.513081535	1.513081535
2136	1.513014454	1.513014454
2137	1.512939483	1.512939483
2138	1.512909768	1.512909768
2139	1.51286588	1.51286588
2140	1.512770957	1.512770957
2141	1.512684944	1.512684944
2142	1.512644137	1.512644137
2143	1.512569834	1.512569834
2144	1.512518905	1.512518905
2145	1.512439966	1.512439966
2146	1.512374514	1.512374514
2147	1.51230237	1.51230237
2148	1.51227996	1.51227996
2149	1.512196092	1.512196092
2150	1.512183514	1.512183514
2151	1.512139891	1.512139891
2152	1.512051955	1.512051955
2153	1.51201479	1.51201479
2154	1.51196167	1.51196167
2155	1.511891394	1.511891394
2156	1.511824373	1.511824373
2157	1.511751574	1.511751574
2158	1.51171932	1.51171932
2159	1.511639767	1.511639767
2160	1.51158978	1.51158978
2161	1.511513251	1.511513251
2162	1.511464976	1.511464976
2163	1.511387069	1.511387069
2164	1.511338274	1.511338274
2165	1.511251036	1.511251036
2166	1.511226436	1.511226436
2167	1.511191081	1.511191081
2168	1.511121284	1.511121284
2169	1.511088215	1.511088215
2170	1.511010803	1.511010803
2171	1.510909126	1.510909126
2172	1.510827584	1.510827584
2173	1.510790446	1.510790446
2174	1.510771619	1.510771619
2175	1.510718971	1.510718971
2176	1.510672043	1.510672043
2177	1.510601993	1.510601993
2178	1.51047705	1.51047705
2179	1.51042359	1.51042359
2180	1.51036658	1.51036658
2181	1.510273904	1.510273904
2182	1.510229711	1.510229711
2183	1.51017212	1.51017212
2184	1.510141263	1.510141263
2185	1.510110749	1.510110749
2186	1.510022752	1.510022752
2187	1.509976834	1.509976834
2188	1.509926104	1.509926104
2189	1.509865295	1.509865295
2190	1.509806145	1.509806145
2191	1.509728152	1.509728152
2192	1.509669225	1.509669225
2193	1.509614534	1.509614534
2194	1.509592657	1.509592657
2195	1.509502224	1.509502224
2196	1.509408121	1.509408121
2197	1.509369114	1.509369114
2198	1.50932077	1.50932077
2199	1.509276091	1.509276091
2200	1.509215829	1.509215829
2201	1.509188905	1.509188905
2202	1.509103776	1.509103776
2203	1.509071064	1.509071064
2204	1.509039382	1.509039382
2205	1.508976074	1.508976074
2206	1.508925311	1.508925311
2207	1.508863259	1.508863259
2208	1.508810945	1.508810945
2209	1.50877857	1.50877857
2210	1.508687917	1.508687917
2211	1.508642531	1.508642531
2212	1.508558002	1.508558002
2213	1.508499087	1.508499087
2214	1.508418905	1.508418905
2215	1.508302953	1.508302953
2216	1.508242136	1.508242136
2217	1.508233481	1.508233481
2218	1.508181202	1.508181202
2219	1.508053995	1.508053995
2220	1.507990417	1.507990417
2221	1.507963184	1.507963184
2222	1.50788435	1.50788435
2223	1.507846853	1.507846853
2224	1.507771511	1.507771511
2225	1.507713138	1.507713138
2226	1.507648627	1.507648627
2227	1.507602579	1.507602579
2228	1.507571784	1.507571784
2229	1.507517132	1.507517132
2230	1.507465861	1.507465861
2231	1.507417341	1.507417341
2232	1.507334865	1.507334865
2233	1.50731915	1.50731915
2234	1.507241143	1.507241143
2235	1.507178275	1.507178275
2236	1.507104908	1.507104908
2237	1.50707307	1.50707307
2238	1.507031823	1.507031823
2239	1.506968603	1.506968603
2240	1.506947032	1.506947032
2241	1.506935385	1.506935385
2242	1.506886045	1.506886045
2243	1.50681972	1.50681972
2244	1.506778352	1.506778352
2245	1.506714892	1.506714892
2246	1.506585151	1.506585151
2247	1.506518698	1.506518698
2248	1.506463778	1.506463778
2249	1.506427622	1.506427622
2250	1.50641029	1.50641029
2251	1.50633568	1.50633568
2252	1.506272774	1.506272774
2253	1.506222207	1.506222207
2254	1.506167907	1.506167907
2255	1.506083526	1.506083526
2256	1.506051265	1.506051265
2257	1.505987085	1.505987085
2258	1.505914004	1.505914004
2259	1.505869797	1.505869797
2260	1.505797916	1.505797916
2261	1.505743716	1.505743716
2262	1.505676767	1.505676767
2263	1.50558943	1.50558943
2264	1.50549847	1.50549847
2265	1.50543105	1.50543105
2266	1.505376722	1.505376722
2267	1.5053468	1.5053468
2268	1.505311881	1.505311881
2269	1.505237331	1.505237331
2270	1.505198676	1.505198676
2271	1.505146982	1.505146982
2272	1.505105452	1.505105452
2273	1.505078914	1.505078914
2274	1.505059786	1.505059786
2275	1.504983558	1.504983558
2276	1.504921688	1.504921688
2277	1.504896353	1.504896353
2278	1.504810866	1.504810866
2279	1.504796388	1.504796388
2280	1.504739911	1.504739911
2281	1.504685903	1.504685903
2282	1.504601381	1.504601381
2283	1.504588165	1.504588165
2284	1.504508465	1.504508465
2285	1.504459563	1.504459563
2286	1.504419049	1.504419049
2287	1.504315432	1.504315432
2288	1.504242384	1.504242384
2289	1.504184335	1.504184335
2290	1.504116914	1.504116914
2291	1.504052191	1.504052191
2292	1.504004366	1.504004366
2293	1.503938547	1.503938547
2294	1.503908654	1.503908654
2295	1.503806094	1.503806094
2296	1.503743831	1.503743831
2297	1.503681852	1.503681852
2298	1.503619813	1.503619813
2299	1.503549434	1.503549434
2300	1.503492163	1.503492163
2301	1.503370482	1.503370482
2302	1.503336093	1.503336093
2303	1.50332137	1.50332137
2304	1.503253911	1.503253911
2305	1.503225442	1.503225442
2306	1.503117832	1.503117832
2307	1.503041217	1.503041217
2308	1.502998249	1.502998249
2309	1.502966612	1.502966612
2310	1.50288487	1.50288487
2311	1.502858983	1.502858983
2312	1.502802549	1.502802549
2313	1.50271631	1.50271631
2314	1.502633289	1.502633289
2315	1.50259169	1.50259169
2316	1.502562288	1.502562288
2317	1.502495888	1.502495888
2318	1.502471951	1.502471951
2319	1.502399504	1.502399504
2320	1.502339369	1.502339369
2321	1.502280843	1.502280843
2322	1.502252989	1.502252989
2323	1.5021921	1.5021921
2324	1.502125222	1.502125222
2325	1.502017073	1.502017073
2326	1.50195957	1.50195957
2327	1.501922385	1.501922385
2328	1.501882666	1.501882666
2329	1.501834369	1.501834369
2330	1.501727408	1.501727408
2331	1.50163512	1.50163512
2332	1.501602475	1.501602475
2333	1.501522789	1.501522789
2334	1.50146118	1.50146118
2335	1.501422255	1.501422255
2336	1.501361044	1.501361044
2337	1.501280654	1.501280654
2338	1.501242646	1.501242646
2339	1.501199684	1.501199684
2340	1.501158046	1.501158046
2341	1.501122281	1.501122281
2342	1.501078567	1.501078567
2343	1.501047868	1.501047868
2344	1.50102938	1.50102938
2345	1.500979154	1.500979154
2346	1.500952832	1.500952832
2347	1.500918732	1.500918732
2348	1.500861706	1.500861706
2349	1.500828007	1.500828007
2350	1.500748741	1.500748741
2351	1.500665842	1.500665842
2352	1.500585587	1.500585587
2353	1.500539611	1.500539611
2354	1.500475656	1.500475656
2355	1.500435611	1.500435611
2356	1.500357822	1.500357822
2357	1.50030792	1.50030792
2358	1.500198833	1.500198833
2359	1.500170191	1.500170191
2360	1.500069566	1.500069566
2361	1.500030489	1.500030489
2362	1.499965821	1.499965821
2363	1.499914465	1.499914465
2364	1.499842298	1.499842298
2365	1.49977768	1.49977768
2366	1.499693919	1.499693919
2367	1.499660368	1.499660368
2368	1.499588073	1.499588073
2369	1.499504533	1.499504533
2370	1.499450047	1.499450047
2371	1.499375494	1.499375494
2372	1.499297305	1.499297305
2373	1.499230356	1.499230356
2374	1.499206886	1.499206886
2375	1.49912021	1.49912021
2376	1.49906744	1.49906744
2377	1.499017034	1.499017034
2378	1.498968933	1.498968933
2379	1.498921638	1.498921638
2380	1.498874514	1.498874514
2381	1.498820986	1.498820986
2382	1.498779282	1.498779282
2383	1.498703945	1.498703945
2384	1.498639912	1.498639912
2385	1.498621682	1.498621682
2386	1.498554703	1.498554703
2387	1.498509299	1.498509299
2388	1.498468797	1.498468797
2389	1.498437526	1.498437526
2390	1.498395753	1.498395753
2391	1.498332169	1.498332169
2392	1.498289643	1.498289643
2393	1.498214455	1.498214455
2394	1.498186294	1.498186294
2395	1.498153921	1.498153921
2396	1.498074513	1.498074513
2397	1.498038271	1.498038271
2398	1.497991754	1.497991754
2399	1.497960415	1.497960415
2400	1.497907086	1.497907086
2401	1.49781133	1.49781133
2402	1.497788646	1.497788646
2403	1.497732655	1.497732655
2404	1.497693056	1.497693056
2405	1.497683069	1.497683069
2406	1.497619916	1.497619916
2407	1.497533148	1.497533148
2408	1.497458615	1.497458615
2409	1.497418316	1.497418316
2410	1.497367854	1.497367854
2411	1.497301743	1.497301743
2412	1.497220385	1.497220385
2413	1.497159175	1.497159175
2414	1.49709011	1.49709011
2415	1.497005448	1.497005448
2416	1.496966927	1.496966927
2417	1.496945385	1.496945385
2418	1.49688197	1.49688197
2419	1.496841308	1.496841308
2420	1.496742077	1.496742077
2421	1.496666984	1.496666984
2422	1.496629379	1.496629379
2423	1.496508354	1.496508354
2424	1.496398123	1.496398123
2425	1.496355022	1.496355022
2426	1.496314289	1.496314289
2427	1.49624738	1.49624738
2428	1.496160417	1.496160417
2429	1.496118002	1.496118002
2430	1.496039354	1.496039354
2431	1.496002195	1.496002195
2432	1.495960527	1.495960527
2433	1.495912039	1.495912039
2434	1.495844939	1.495844939
2435	1.495812225	1.495812225
2436	1.49577142	1.49577142
2437	1.495686452	1.495686452
2438	1.495625989	1.495625989
2439	1.495609226	1.495609226
2440	1.495559685	1.495559685
2441	1.495472509	1.495472509
2442	1.495377407	1.495377407
2443	1.49531034	1.49531034
2444	1.495276806	1.495276806
2445	1.495241652	1.495241652
2446	1.495222514	1.495222514
2447	1.495176488	1.495176488
2448	1.495151624	1.495151624
2449	1.495098367	1.495098367
2450	1.49504881	1.49504881
2451	1.494985488	1.494985488
2452	1.494964149	1.494964149
2453	1.494906375	1.494906375
2454	1.494839171	1.494839171
2455	1.494808171	1.494808171
2456	1.494748598	1.494748598
2457	1.494683355	1.494683355
2458	1.49461724	1.49461724
2459	1.494550487	1.494550487
2460	1.494489978	1.494489978
2461	1.494426864	1.494426864
2462	1.494357151	1.494357151
2463	1.49428784	1.49428784
2464	1.49423814	1.49423814
2465	1.494176867	1.494176867
2466	1.494140992	1.494140992
2467	1.494044243	1.494044243
2468	1.493956921	1.493956921
2469	1.493858539	1.493858539
2470	1.493790594	1.493790594
2471	1.493751411	1.493751411
2472	1.493682015	1.493682015
2473	1.493572212	1.493572212
2474	1.493496034	1.493496034
2475	1.493397101	1.493397101
2476	1.493334751	1.493334751
2477	1.493305977	1.493305977
2478	1.493239281	1.493239281
2479	1.493194294	1.493194294
2480	1.493148553	1.493148553
2481	1.493099973	1.493099973
2482	1.493053071	1.493053071
2483	1.492963085	1.492963085
2484	1.492897126	1.492897126
2485	1.492820682	1.492820682
2486	1.49279352	1.49279352
2487	1.492761782	1.492761782
2488	1.492717939	1.492717939
2489	1.492649132	1.492649132
2490	1.492627875	1.492627875
2491	1.49256306	1.49256306
2492	1.492517821	1.492517821
2493	1.492460879	1.492460879
2494	1.49242282	1.49242282
2495	1.492388352	1.492388352
2496	1.492334591	1.492334591
2497	1.492270806	1.492270806
2498	1.492223125	1.492223125
2499	1.492191028	1.492191028
2500	1.492139867	1.492139867
2501	1.492103828	1.492103828
2502	1.492031631	1.492031631
2503	1.49196482	1.49196482
2504	1.49190977	1.49190977
2505	1.491809167	1.491809167
2506	1.491786217	1.491786217
2507	1.491747909	1.491747909
2508	1.49169656	1.49169656
2509	1.491626952	1.491626952
2510	1.491560818	1.491560818
2511	1.491484015	1.491484015
2512	1.491410977	1.491410977
2513	1.491324254	1.491324254
2514	1.491245352	1.491245352
2515	1.49120245	1.49120245
2516	1.491153053	1.491153053
2517	1.491114613	1.491114613
2518	1.491096465	1.491096465
2519	1.491023872	1.491023872
2520	1.490969714	1.490969714
2521	1.490933241	1.490933241
2522	1.49087879	1.49087879
2523	1.49084417	1.49084417
2524	1.490766055	1.490766055
2525	1.490701681	1.490701681
2526	1.490668739	1.490668739
2527	1.490618571	1.490618571
2528	1.490560164	1.490560164
2529	1.490538645	1.490538645
2530	1.490487255	1.490487255
2531	1.490447463	1.490447463
2532	1.49038876	1.49038876
2533	1.490329068	1.490329068
2534	1.490300411	1.490300411
2535	1.490237409	1.490237409
2536	1.490174462	1.490174462
2537	1.490046299	1.490046299
2538	1.489981951	1.489981951
2539	1.489945164	1.489945164
2540	1.489865028	1.489865028
2541	1.489824292	1.489824292
2542	1.489761386	1.489761386
2543	1.48974798	1.48974798
2544	1.489697374	1.489697374
2545	1.489607127	1.489607127
2546	1.489547346	1.489547346
2547	1.489517513	1.489517513
2548	1.489494876	1.489494876
2549	1.489435091	1.489435091
2550	1.48943126	1.48943126
2551	1.489369672	1.489369672
2552	1.489332463	1.489332463
2553	1.489246606	1.489246606
2554	1.489202253	1.489202253
2555	1.489114298	1.489114298
2556	1.4891017	1.4891017
2557	1.489052117	1.489052117
2558	1.488988423	1.488988423
2559	1.488929256	1.488929256
2560	1.488886113	1.488886113
2561	1.488865964	1.488865964
2562	1.488838092	1.488838092
2563	1.488824039	1.488824039
2564	1.488729441	1.488729441
2565	1.488649415	1.488649415
2566	1.488589073	1.488589073
2567	1.488553064	1.488553064
2568	1.488490394	1.488490394
2569	1.488427432	1.488427432
2570	1.488348319	1.488348319
2571	1.488263276	1.488263276
2572	1.488189092	1.488189092
2573	1.488154874	1.488154874
2574	1.488074643	1.488074643
2575	1.488034728	1.488034728
2576	1.48795112	1.48795112
2577	1.487897606	1.487897606
2578	1.487851121	1.487851121
2579	1.487782844	1.487782844
2580	1.487734147	1.487734147
2581	1.487693933	1.487693933
2582	1.487625126	1.487625126
2583	1.487553177	1.487553177
2584	1.487470123	1.487470123
2585	1.487437923	1.487437923
2586	1.487334053	1.487334053
2587	1.487293247	1.487293247
2588	1.487206749	1.487206749
2589	1.487158847	1.487158847
2590	1.487100653	1.487100653
2591	1.487029493	1.487029493
2592	1.486962108	1.486962108
2593	1.486926525	1.486926525
2594	1.486883847	1.486883847
2595	1.486837156	1.486837156
2596	1.486768541	1.486768541
2597	1.486723475	1.486723475
2598	1.486691608	1.486691608
2599	1.486650144	1.486650144
2600	1.486604551	1.486604551
2601	1.486574891	1.486574891
2602	1.486482477	1.486482477
2603	1.486401748	1.486401748
2604	1.486348992	1.486348992
2605	1.486285183	1.486285183
2606	1.486237833	1.486237833
2607	1.48618449	1.48618449
2608	1.486090714	1.486090714
2609	1.486043474	1.486043474
2610	1.486012523	1.486012523
2611	1.485973135	1.485973135
2612	1.485926183	1.485926183
2613	1.485890051	1.485890051
2614	1.485842864	1.485842864
2615	1.485783047	1.485783047
2616	1.485746563	1.485746563
2617	1.485686511	1.485686511
2618	1.48562052	1.48562052
2619	1.485520364	1.485520364
2620	1.485441736	1.485441736
2621	1.48539011	1.48539011
2622	1.485365956	1.485365956
2623	1.485264793	1.485264793
2624	1.485213336	1.485213336
2625	1.485166651	1.485166651
2626	1.485111465	1.485111465
2627	1.485018261	1.485018261
2628	1.484923537	1.484923537
2629	1.484841384	1.484841384
2630	1.484796259	1.484796259
2631	1.484788748	1.484788748
2632	1.484759751	1.484759751
2633	1.484726677	1.484726677
2634	1.484666525	1.484666525
2635	1.484629722	1.484629722
2636	1.484599149	1.484599149
2637	1.484563509	1.484563509
2638	1.484503525	1.484503525
2639	1.484405507	1.484405507
2640	1.484363514	1.484363514
2641	1.484290591	1.484290591
2642	1.484228907	1.484228907
2643	1.484203743	1.484203743
2644	1.484128016	1.484128016
2645	1.484046868	1.484046868
2646	1.483989601	1.483989601
2647	1.483952781	1.483952781
2648	1.483935595	1.483935595
2649	1.483854319	1.483854319
2650	1.483786615	1.483786615
2651	1.483737147	1.483737147
2652	1.48367509	1.48367509
2653	1.483603415	1.483603415
2654	1.483538089	1.483538089
2655	1.483469263	1.483469263
2656	1.483422232	1.483422232
2657	1.483369487	1.483369487
2658	1.483286723	1.483286723
2659	1.483253267	1.483253267
2660	1.483191481	1.483191481
2661	1.483123106	1.483123106
2662	1.483094542	1.483094542
2663	1.483056476	1.483056476
2664	1.482986987	1.482986987
2665	1.482971421	1.482971421
2666	1.482922042	1.482922042
2667	1.482872544	1.482872544
2668	1.482828234	1.482828234
2669	1.482750221	1.482750221
2670	1.482696636	1.482696636
2671	1.482628704	1.482628704
2672	1.482576573	1.482576573
2673	1.482527647	1.482527647
2674	1.482495981	1.482495981
2675	1.482445128	1.482445128
2676	1.482396547	1.482396547
2677	1.48232936	1.48232936
2678	1.482262286	1.482262286
2679	1.48218926	1.48218926
2680	1.482085314	1.482085314
2681	1.482040689	1.482040689
2682	1.481982178	1.481982178
2683	1.481956801	1.481956801
2684	1.481911471	1.481911471
2685	1.481836794	1.481836794
2686	1.481742217	1.481742217
2687	1.481690638	1.481690638
2688	1.481673717	1.481673717
2689	1.481581872	1.481581872
2690	1.481539682	1.481539682
2691	1.481476074	1.481476074
2692	1.481438667	1.481438667
2693	1.481377214	1.481377214
2694	1.481358363	1.481358363
2695	1.481318502	1.481318502
2696	1.481268834	1.481268834
2697	1.481193832	1.481193832
2698	1.481166049	1.481166049
2699	1.481072421	1.481072421
2700	1.481016732	1.481016732
2701	1.480966646	1.480966646
2702	1.480914339	1.480914339
2703	1.480891454	1.480891454
2704	1.480816725	1.480816725
2705	1.48074211	1.48074211
2706	1.480676015	1.480676015
2707	1.48061675	1.48061675
2708	1.480510474	1.480510474
2709	1.480490445	1.480490445
2710	1.480459553	1.480459553
2711	1.48039146	1.48039146
2712	1.48035496	1.48035496
2713	1.480352215	1.480352215
2714	1.480312326	1.480312326
2715	1.480285285	1.480285285
2716	1.480245161	1.480245161
2717	1.480189967	1.480189967
2718	1.480153578	1.480153578
2719	1.4801447	1.4801447
2720	1.480113042	1.480113042
2721	1.480082668	1.480082668
2722	1.479997968	1.479997968
2723	1.479958186	1.479958186
2724	1.479907012	1.479907012
2725	1.479820725	1.479820725
2726	1.479731044	1.479731044
2727	1.479673727	1.479673727
2728	1.479600105	1.479600105
2729	1.479570188	1.479570188
2730	1.479524318	1.479524318
2731	1.479456533	1.479456533
2732	1.479399965	1.479399965
2733	1.479326505	1.479326505
2734	1.479281855	1.479281855
2735	1.479238782	1.479238782
2736	1.479154384	1.479154384
2737	1.47909535	1.47909535
2738	1.47896529	1.47896529
2739	1.478934367	1.478934367
2740	1.478902215	1.478902215
2741	1.478846502	1.478846502
2742	1.478780323	1.478780323
2743	1.478692275	1.478692275
2744	1.478670759	1.478670759
2745	1.47860767	1.47860767
2746	1.47855259	1.47855259
2747	1.478457686	1.478457686
2748	1.478386344	1.478386344
2749	1.478370847	1.478370847
2750	1.478320202	1.478320202
2751	1.478264468	1.478264468
2752	1.478203	1.478203
2753	1.47811404	1.47811404
2754	1.478042564	1.478042564
2755	1.478006649	1.478006649
2756	1.477946808	1.477946808
2757	1.477869474	1.477869474
2758	1.477812611	1.477812611
2759	1.477742641	1.477742641
2760	1.477688055	1.477688055
2761	1.477633994	1.477633994
2762	1.477584319	1.477584319
2763	1.477555356	1.477555356
2764	1.477460915	1.477460915
2765	1.477396722	1.477396722
2766	1.477344171	1.477344171
2767	1.477296359	1.477296359
2768	1.477233271	1.477233271
2769	1.477219225	1.477219225
2770	1.47713518	1.47713518
2771	1.477067168	1.477067168
2772	1.477018879	1.477018879
2773	1.476968306	1.476968306
2774	1.476937926	1.476937926
2775	1.476867505	1.476867505
2776	1.476828985	1.476828985
2777	1.476718866	1.476718866
2778	1.476673961	1.476673961
2779	1.476626245	1.476626245
2780	1.476575833	1.476575833
2781	1.476485018	1.476485018
2782	1.476462475	1.476462475
2783	1.476422539	1.476422539
2784	1.476349927	1.476349927
2785	1.476335463	1.476335463
2786	1.476293064	1.476293064
2787	1.476251016	1.476251016
2788	1.47621254	1.47621254
2789	1.476178981	1.476178981
2790	1.476069809	1.476069809
2791	1.476011003	1.476011003
2792	1.475963441	1.475963441
2793	1.47591658	1.47591658
2794	1.475868663	1.475868663
2795	1.475808853	1.475808853
2796	1.475709496	1.475709496
2797	1.475648273	1.475648273
2798	1.475542226	1.475542226
2799	1.475521367	1.475521367
2800	1.475462304	1.475462304
2801	1.475423983	1.475423983
2802	1.475401657	1.475401657
2803	1.475343352	1.475343352
2804	1.475258204	1.475258204
2805	1.475156817	1.475156817
2806	1.475090648	1.475090648
2807	1.475006072	1.475006072
2808	1.474969555	1.474969555
2809	1.474931104	1.474931104
2810	1.474902792	1.474902792
2811	1.474844467	1.474844467
2812	1.474787194	1.474787194
2813	1.47471116	1.47471116
2814	1.474611963	1.474611963
2815	1.474523021	1.474523021
2816	1.474461573	1.474461573
2817	1.474417537	1.474417537
2818	1.47436793	1.47436793
2819	1.474308411	1.474308411
2820	1.474243904	1.474243904
2821	1.474171771	1.474171771
2822	1.474153591	1.474153591
2823	1.474070779	1.474070779
2824	1.474014825	1.474014825
2825	1.473970132	1.473970132
2826	1.473935877	1.473935877
2827	1.473858625	1.473858625
2828	1.473821905	1.473821905
2829	1.473777029	1.473777029
2830	1.473727928	1.473727928
2831	1.473690207	1.473690207
2832	1.473673546	1.473673546
2833	1.473636703	1.473636703
2834	1.473604611	1.473604611
2835	1.473578503	1.473578503
2836	1.473488384	1.473488384
2837	1.473453825	1.473453825
2838	1.473413749	1.473413749
2839	1.473355776	1.473355776
2840	1.47334803	1.47334803
2841	1.473270924	1.473270924
2842	1.473227733	1.473227733
2843	1.473202675	1.473202675
2844	1.47314751	1.47314751
2845	1.473076438	1.473076438
2846	1.473037585	1.473037585
2847	1.473001724	1.473001724
2848	1.472983236	1.472983236
2849	1.472907636	1.472907636
2850	1.472905641	1.472905641
2851	1.472864729	1.472864729
2852	1.472816654	1.472816654
2853	1.472730597	1.472730597
2854	1.472644476	1.472644476
2855	1.472574672	1.472574672
2856	1.472540091	1.472540091
2857	1.472495118	1.472495118
2858	1.472433409	1.472433409
2859	1.472397533	1.472397533
2860	1.472361715	1.472361715
2861	1.47232302	1.47232302
